form	label	definition	cross_reference	headword	homograph	format	root_marker	etymology	sense	inferred	entry_page	sense_page
danar		large deadfall log trap, sometimes weighted down with stones and traditionally used to catch wild pig and barking deer		danar		A					357	357
ka–danar–an		cutting board, chopping block		danar		A			2		357	357
mu–danar		be caught in a deadfall trap		danar		A			3		357	357
danshiqan		cleared area around a house, courtyard; open field; track for running; lap area, area just above the genitals		danshiqan		A					357	357
danshir		: 1		danshir		B	bars				357	357
ma–danshir	[S]	leave a trace, leave tracks		danshir		B	bars		2		357	357
pin–danshir–in	[C/PF]	was left with tracks on it, as a road that has been traveled by people on foot		danshir		B	bars		3		357	357
p–in–u–danshir	[c]	defecated		danshir	2	B	bars		2		357	357
pu–danshir		defecate (polite expression), move the bowels, relieve oneself		danshir	2	B	bars		3		357	357
pu–danshir–wak	[1s]	I am going to defecate		danshir	2	B	bars		4		357	357
shi–danshir–ik	[1s/p]	I defecated		danshir	2	B	bars		5		357	357
danshir		a straw rope smeared 3 with a smelly tar-like substance which was formerly put around fields to keep the bears out; scarecrow		danshir		A					358	358
pia–danshir–i	[C/I]	(don't) put up a danshir		danshir		A			2		358	358
p–in–u–danshir–an	[LFc]	was protected by a danshir		danshir		A			3		358	358
pu–danshir	[C]	put up a danshir, to protect with a danshir		danshir		A			4		358	358
pu–danshir–ak		I put up a danshir		danshir		A			5		358	358
pu–danshir–i	[I]	(don't) set up a danshir		danshir		A			6		358	358
ma–daq	[S]	be a long time, take a long time to do something; late		daq		B	bars		2		358	358
min–daq	[IC]	be a long time, become long, of time, as in waiting for something		daq		B	bars		3		358	358
pia–daq	[C]	take a long time		daq		B	bars		4		358	358
pin–daq		make something last for awhile, make something take some time		daq		B	bars		5		358	358
daqa		fire-hardened sharpened bamboo spikes traditionally used in pitfall traps as protection against enemies or thieves. They were sometimes contaminated with human waste to increase their efficacy, or the tip was burned so that carbon would enter a wound they inflicted		daqa		A					359	359
pu–daqa		put spikes in a pitfall trap		daqa		A			2		359	359
pu–daqa–k	[PF1s]	I put spikes in a pitfall trap		daqa		A			3		359	359
min–daqdaq	[IC]	splash water on something, wash water over a surface, as to clean it		daqdaq		B	bars		2		359	359
shan–daqdaq–an		be		daqdaq		B	bars				359	359
daqdaq	[LF]	splashed, as water in a house		daqdaq		B	bars		3		359	359
shan–daqdaq–i	[I]	(don't) splash it!		daqdaq		B	bars		4		359	359
ma–daqri	[S]	slippery		daqri		B	bars		2		359	359
min–daqri		become slippery (as a floor when it is being washed with soap)		daqri		B	bars		3		359	359
darawan		rather, somewhat		darawan		A					359	359
da–rima matilaw		5,000 (function of /da/– unknown)	rima:2	da–rima matilaw		A					359	359
Dariz		male name (younger brother of Sapan, husband of Limaw)		Dariz		A					359	359
ma–daru	[S]	gently sloping, gradual; curved, as the edge of a table		daru		B	bars		2		359	359
ma–daru–an	[S/LF]	to slope, of a mountain		daru		B	bars		3		359	359
mu–daru–daru	[IT]	taking one's time with an activity, not hurrying		daru		B	bars		4		359	359
u–daru–daru	[I/IT]	take your time		daru		B	bars		5		359	359
i–dau–dauk	[I/IT]	(don't) keep still		dauk		B	bars		2		360	360
kat–dau–dauk	[IT]	gradually, little by little		dauk		B	bars		3		360	360
makit–dau–dauk	[IT]	slowly, gradually, little by little		dauk		B	bars		4		360	360
mi–dau–dauk	[IT]	keep still, as in hiding; refrain from movement		dauk		B	bars		5		360	360
mun–dau–dauk	[IT]	go slowly, deliberately, as in walking or running		dauk		B	bars		6		360	360
pi–dau–dauk	[C/IT]	leave it standing, leave it alone		dauk		B	bars		7		360	360
shi–dau–dauk	[p/IT]	was still, kept still		dauk		B	bars		8		360	360
shi–dauk	[p]	stopped, as in walking; stayed for awhile		dauk		B	bars		9		360	360
un–dau–dauk	[I/IT]	(don't) do it slowly, (don't) take your time with it		dauk		B	bars		10		360	360
daul		the Asian snakehead, Channa asiatica Linn., fam. Channidae, a dark-colored fish with cylindrical body, mottled yellowbrown and gray skin, and long feathery dorsal and ventral fins. It eats young shrimps and grows to a length of about 25 cm.		daul		A					361	361
dauqan		soap		dauqan		A					361	361
dauqlhaw		pitfall trap (camouflaged top, with spikes at bottom)		dauqlhaw		A					361	361
pu–dauqlhaw		use a pitfall trap to catch prey		dauqlhaw		A			2		361	361
dawaz		generic for fishing nets, traditionally made of hemp		dawaz		A					361	361
dawaz a maca		knot in the mesh of a net (the point where the cordage is tied, not the spaces between)		dawaz		A			2		361	361
dawaz a talhuqan		fishnet shed, shed where fish nets are kept when not in use		dawaz		A			3		361	361
pu–dawaz		fish with a net		dawaz		A			4		361	361
dazumdum		: 1		dazumdum		B	bars				361	361
lhin–dazumdum–in	[PF]	be cut into smaller pieces, as a log or a stone		dazumdum		B	bars		2		361	361
ma–da–dazumdum	[S/IT]	be much smaller than normal		dazumdum		B	bars		3		361	361
ma–dazumdum	[S]	be smaller than normal		dazumdum		B	bars		4		361	361
min–dazumdum	[IC]	be pulverized into tiny bits, become fragmented		dazumdum		B	bars		5		361	362
dazumdum		: 2		dazumdum		B	bars				362	362
ma–da–dazumdum	[S/IT]	tender, soft to the touch, like the skin of a baby		dazumdum		B	bars		2		362	362
didiran		a traditional instrument made of clay which was used to separate the husks from the grain in winnowing		didiran	1	A					362	362
didiran		Steere's babbler, Li2 ocichla steerii Swinhoe, fam. Timaliidae, a small short-billed songbird with gray and mustard body, narrow yellow wing stripes and a bright yellow spot beneath the eye. It favors forest thickets, where it can be seen in small flocks darting from bush to bush in search of seeds and insects		didiran		A					362	362
tana–dilhi		left side		dilhi		B	bars		2		362	362
dilhkay		maggot, larger than shupiz		dilhkay		A					362	362
dilhkay–in	[PF]	maggoty, infested by maggots		dilhkay		A			2		362	362
dimra		bracelet		dimra		A					362	362
dimrac		gold (substance)		dimrac		A					362	362
kun–na–dimrac		suddenly flash, as sunlight on the surface of rippling water		dimrac		A			2		362	362
ma–dimrac	[S]	gold (color), golden; irridescent, like the wings of a fly; often used as the noun `gold'		dimrac		A			3		362	362
dinur		pry up; shake from side to side, as the motion of an implement used to pry something up		dinur		A					363	363
dinur–i	[I]	(don't) pry it up		dinur		A			2		363	363
dinur–in	[PF]	be pried up		dinur		A			3		363	363
d–in–uruk	[PFc]	was pierced by something	duruk:3	d–in–uruk		A					363	363
d–in–uruk–in	[PFc]	was pierced by something	duruk:4	d–in–uruk–in		A					363	363
diplhaq		wet soil, thick (not watery) mud, mud used in construction		diplhaq		A					363	363
diplhaq–in	[PF]	be muddied, be made muddy		diplhaq		A			2		363	363
ma–da–diplhaq	[S/IT]	muddy all over, covered with mud		diplhaq		A			3		363	363
ma–diplhaq		muddy		diplhaq		A			4		363	363
min–diplhaq	[IC]	become muddy		diplhaq		A			5		363	363
pash–diplhaq–an		mud-patch, as one formed by carabaos trampling wet earth; buffalo wallow		diplhaq		A			6		363	363
ma–diqru	[S]	smooth, as the skin		diqru		B	bars		2		363	363
min–diqru	[IC]	become smooth		diqru		B	bars		3		363	363
pia–diqru	[C]	smooth something, make something smooth		diqru		B	bars		4		363	363
